index,0a,0b,1a,1b,2a,2b,3a,3b,4a,4b,5a,5b,6a,6b,7a,7b,8a,8b,9a,9b,10a,10b,11a,11b,12a,12b,13a,13b,14a,14b,15a,15b,16a,16b,17a,17b,18a,18b,19a,19b,20a,20b,label
345,0.0,0.0,-0.02347,-0.20188,-0.11268,-0.38498,-0.25352,-0.4507,-0.37559,-0.43662,-0.14085,-0.57277,-0.30516,-0.76526,-0.40845,-0.88732,-0.48357,-1.0,-0.15023,-0.52113,-0.4507,-0.4507,-0.41315,-0.34742,-0.32864,-0.32864,-0.18779,-0.41315,-0.4554,-0.31455,-0.39906,-0.23474,-0.31455,-0.24413,-0.23474,-0.28638,-0.42723,-0.20188,-0.38028,-0.14085,-0.30986,-0.14554,1
346,0.0,0.0,-0.03302,-0.19811,-0.12736,-0.37264,-0.26887,-0.43868,-0.38679,-0.41981,-0.15094,-0.57547,-0.32075,-0.76415,-0.41981,-0.88679,-0.5,-1.0,-0.15094,-0.5283,-0.45755,-0.4434,-0.41981,-0.34434,-0.33491,-0.32547,-0.17925,-0.42453,-0.45283,-0.31132,-0.39623,-0.23585,-0.31132,-0.24528,-0.2217,-0.30189,-0.41981,-0.19811,-0.36792,-0.13679,-0.30189,-0.14151,1
347,0.0,0.0,-0.0566,-0.18868,-0.16038,-0.36321,-0.30189,-0.42925,-0.41509,-0.41981,-0.15094,-0.58019,-0.32075,-0.75943,-0.41981,-0.88679,-0.49528,-1.0,-0.15094,-0.53774,-0.45755,-0.4434,-0.41509,-0.33962,-0.32547,-0.33019,-0.16981,-0.42925,-0.44811,-0.3066,-0.38679,-0.23113,-0.30189,-0.24057,-0.21226,-0.30189,-0.41038,-0.18868,-0.35849,-0.12736,-0.29245,-0.13679,1
348,0.0,0.0,-0.15023,-0.15023,-0.25352,-0.31455,-0.34272,-0.40376,-0.41315,-0.40845,-0.16432,-0.57746,-0.32394,-0.75117,-0.41315,-0.88263,-0.48826,-1.0,-0.13615,-0.5493,-0.44131,-0.44131,-0.40845,-0.32864,-0.32864,-0.30516,-0.14085,-0.46009,-0.42254,-0.31455,-0.37089,-0.22535,-0.28638,-0.23005,-0.16901,-0.33803,-0.37559,-0.20188,-0.33803,-0.13146,-0.26761,-0.14085,1
349,0.0,0.0,-0.22066,-0.12207,-0.33333,-0.25822,-0.41784,-0.32864,-0.47418,-0.32864,-0.17371,-0.58216,-0.32864,-0.75587,-0.41784,-0.88263,-0.49296,-1.0,-0.12207,-0.55399,-0.43192,-0.43662,-0.40376,-0.31455,-0.31925,-0.29108,-0.11737,-0.46479,-0.40845,-0.30986,-0.3615,-0.21596,-0.277,-0.21596,-0.14554,-0.34272,-0.35681,-0.20657,-0.32394,-0.13146,-0.25352,-0.14085,1
350,0.0,0.0,-0.26415,-0.09434,-0.40094,-0.20283,-0.48113,-0.29245,-0.47642,-0.30189,-0.20283,-0.58491,-0.32075,-0.75472,-0.40094,-0.88679,-0.45755,-1.0,-0.10377,-0.57075,-0.40566,-0.4717,-0.38679,-0.31132,-0.31132,-0.28774,-0.0566,-0.49528,-0.35377,-0.34434,-0.32547,-0.23585,-0.24528,-0.23113,-0.05189,-0.37736,-0.28774,-0.24528,-0.26887,-0.16509,-0.20283,-0.16509,1
351,0.0,0.0,-0.26761,-0.10329,-0.39437,-0.22535,-0.47418,-0.31455,-0.49296,-0.31925,-0.19249,-0.58685,-0.31455,-0.75587,-0.38967,-0.88732,-0.44601,-1.0,-0.10329,-0.57746,-0.38498,-0.47887,-0.3615,-0.32864,-0.28169,-0.30516,-0.06103,-0.50235,-0.33803,-0.3615,-0.30516,-0.25822,-0.23005,-0.24883,-0.05634,-0.38967,-0.26291,-0.25822,-0.24883,-0.1784,-0.1831,-0.1831,1
352,0.0,0.0,-0.2654,-0.08531,-0.40758,-0.19431,-0.49289,-0.30806,-0.45024,-0.30806,-0.21801,-0.58294,-0.32701,-0.75355,-0.40284,-0.891,-0.45024,-1.0,-0.10427,-0.58294,-0.36019,-0.49763,-0.35545,-0.32701,-0.27962,-0.29858,-0.02844,-0.52133,-0.29384,-0.38863,-0.27962,-0.26066,-0.21327,-0.24645,0.0,-0.41232,-0.20379,-0.27962,-0.19431,-0.18957,-0.13744,-0.18483,1
353,0.0,0.0,-0.26667,-0.08571,-0.40952,-0.19048,-0.5,-0.3,-0.46667,-0.30476,-0.23333,-0.58571,-0.33333,-0.75714,-0.40952,-0.89048,-0.45714,-1.0,-0.11429,-0.58571,-0.37143,-0.49524,-0.3619,-0.31905,-0.29048,-0.29048,-0.0381,-0.52381,-0.3,-0.38095,-0.28571,-0.25238,-0.21429,-0.24286,-0.00952,-0.41905,-0.20952,-0.27619,-0.20476,-0.18571,-0.14762,-0.18571,1
354,0.0,0.0,-0.21226,-0.0566,-0.36792,-0.16509,-0.42925,-0.28302,-0.32547,-0.29717,-0.25,-0.54245,-0.32547,-0.75,-0.38208,-0.89151,-0.41981,-1.0,-0.09906,-0.58019,-0.26887,-0.47642,-0.26887,-0.31132,-0.21226,-0.26415,0.02358,-0.53302,-0.16509,-0.39151,-0.16981,-0.25472,-0.11792,-0.23113,0.10377,-0.4434,-0.0566,-0.3066,-0.06132,-0.21226,-0.00943,-0.20755,1
355,0.0,0.0,-0.19048,-0.04286,-0.35714,-0.14762,-0.40476,-0.26667,-0.28095,-0.3,-0.24762,-0.53333,-0.32381,-0.74286,-0.38095,-0.88571,-0.41429,-1.0,-0.09524,-0.57143,-0.24286,-0.4619,-0.24286,-0.29524,-0.19048,-0.24762,0.03333,-0.52381,-0.12857,-0.37143,-0.13333,-0.2381,-0.08095,-0.21905,0.13333,-0.44286,-0.01905,-0.30476,-0.02381,-0.20476,0.02381,-0.19524,1
356,0.0,0.0,-0.18269,-0.03365,-0.35577,-0.13942,-0.39423,-0.25962,-0.25962,-0.30288,-0.25,-0.52885,-0.32692,-0.74519,-0.37981,-0.88462,-0.41346,-1.0,-0.09135,-0.57212,-0.22596,-0.48077,-0.22115,-0.30288,-0.17308,-0.25962,0.04808,-0.53365,-0.10096,-0.38462,-0.10577,-0.24038,-0.0625,-0.23558,0.15865,-0.45192,0.01923,-0.31731,0.00481,-0.21635,0.04808,-0.21635,1
357,0.0,0.0,-0.17225,-0.02871,-0.35407,-0.13397,-0.37321,-0.26316,-0.22967,-0.31579,-0.25359,-0.52153,-0.33971,-0.73684,-0.38756,-0.88038,-0.41627,-1.0,-0.09091,-0.56938,-0.20096,-0.47368,-0.19139,-0.30144,-0.14354,-0.25837,0.05263,-0.5311,-0.0622,-0.39234,-0.08134,-0.25359,-0.04785,-0.2488,0.17703,-0.45933,0.0622,-0.33014,0.03349,-0.23445,0.05742,-0.23923,1
358,0.0,0.0,-0.17619,-0.02857,-0.35238,-0.1381,-0.36667,-0.2619,-0.22381,-0.31429,-0.2619,-0.51429,-0.34286,-0.73333,-0.39048,-0.87619,-0.41905,-1.0,-0.1,-0.5619,-0.19524,-0.45714,-0.18571,-0.29048,-0.1381,-0.24762,0.04286,-0.52857,-0.06667,-0.37619,-0.08095,-0.24286,-0.04762,-0.24286,0.16667,-0.45714,0.05714,-0.32381,0.03333,-0.22381,0.05238,-0.23333,1
359,0.0,0.0,-0.17391,-0.01932,-0.36232,-0.13043,-0.35266,-0.26087,-0.20773,-0.3285,-0.28986,-0.50725,-0.37198,-0.72947,-0.41546,-0.8744,-0.44444,-1.0,-0.1256,-0.56039,-0.19324,-0.47826,-0.18357,-0.30918,-0.1401,-0.27053,0.02415,-0.53623,-0.04831,-0.41063,-0.07246,-0.27053,-0.05797,-0.27536,0.15942,-0.47343,0.07729,-0.34783,0.03865,-0.24638,0.04831,-0.25604,1
360,0.0,0.0,-0.18049,-0.01951,-0.3561,-0.12683,-0.33171,-0.26341,-0.19024,-0.35122,-0.30732,-0.49756,-0.39024,-0.72195,-0.43415,-0.86829,-0.46341,-1.0,-0.14146,-0.54634,-0.19024,-0.49268,-0.17561,-0.31707,-0.13659,-0.28293,0.01463,-0.52683,-0.03415,-0.43415,-0.05366,-0.28293,-0.03902,-0.28293,0.1561,-0.46829,0.10244,-0.36585,0.06341,-0.25854,0.06829,-0.26829,1
361,0.0,0.0,-0.17961,-0.02913,-0.33981,-0.16019,-0.28641,-0.31553,-0.15534,-0.41748,-0.3301,-0.48544,-0.41748,-0.71845,-0.45631,-0.85922,-0.48544,-1.0,-0.16505,-0.51942,-0.18447,-0.52913,-0.16505,-0.34951,-0.14563,-0.30583,-0.00971,-0.5,-0.00971,-0.47573,-0.03883,-0.31553,-0.03883,-0.29612,0.13592,-0.45146,0.12621,-0.41748,0.07282,-0.29126,0.04854,-0.27184,1
362,0.0,0.0,-0.18009,-0.03791,-0.33175,-0.17062,-0.26066,-0.32227,-0.13744,-0.43128,-0.33175,-0.47867,-0.40758,-0.71564,-0.4455,-0.85782,-0.48341,-1.0,-0.17062,-0.50237,-0.18483,-0.52607,-0.17062,-0.34123,-0.16114,-0.31754,-0.01896,-0.48341,-0.01896,-0.48341,-0.04265,-0.31754,-0.05213,-0.30806,0.11848,-0.43128,0.11374,-0.4218,0.06635,-0.29384,0.04265,-0.27488,1
363,0.0,0.0,-0.1729,-0.0514,-0.31308,-0.19159,-0.23832,-0.34112,-0.1215,-0.45327,-0.31308,-0.49533,-0.39252,-0.7243,-0.42991,-0.86449,-0.46262,-1.0,-0.15421,-0.50935,-0.16355,-0.54206,-0.15421,-0.36916,-0.14953,-0.33178,-0.00467,-0.48131,-0.00467,-0.49533,-0.03271,-0.33178,-0.04206,-0.31308,0.12617,-0.42991,0.1215,-0.43458,0.07477,-0.30841,0.04673,-0.28037,1
364,0.0,0.0,-0.17051,-0.05069,-0.29493,-0.20737,-0.20276,-0.36866,-0.07834,-0.47465,-0.31336,-0.48848,-0.38249,-0.71889,-0.40553,-0.86175,-0.42857,-1.0,-0.15668,-0.5023,-0.14747,-0.53456,-0.14286,-0.35945,-0.14286,-0.31797,-0.01843,-0.47005,-0.00461,-0.49309,-0.03226,-0.32258,-0.04608,-0.29493,0.1106,-0.41475,0.11521,-0.4424,0.06912,-0.31336,0.04608,-0.2765,1
365,0.0,0.0,-0.15982,-0.05023,-0.27397,-0.20548,-0.18265,-0.36073,-0.06849,-0.47032,-0.30137,-0.48402,-0.3653,-0.72146,-0.39269,-0.85845,-0.41096,-1.0,-0.14612,-0.48858,-0.12329,-0.54338,-0.11872,-0.36986,-0.12785,-0.32877,-0.00913,-0.45662,0.0137,-0.49772,-0.0137,-0.32877,-0.03196,-0.30594,0.11416,-0.40183,0.12785,-0.44292,0.08219,-0.31507,0.05479,-0.27854,1
366,0.0,0.0,-0.15837,-0.04977,-0.27149,-0.21267,-0.181,-0.37104,-0.06787,-0.48416,-0.29864,-0.47964,-0.35294,-0.71946,-0.37557,-0.85973,-0.39367,-1.0,-0.1448,-0.48869,-0.12217,-0.54299,-0.12217,-0.36199,-0.13122,-0.32127,-0.00905,-0.45249,0.00905,-0.49321,-0.02262,-0.32579,-0.0362,-0.29864,0.11312,-0.39819,0.11765,-0.42986,0.07692,-0.30769,0.0543,-0.28054,1
367,0.0,0.0,-0.15625,-0.0625,-0.25893,-0.22768,-0.16071,-0.39286,-0.04911,-0.50893,-0.28571,-0.48214,-0.33482,-0.71875,-0.35268,-0.86607,-0.37054,-1.0,-0.13393,-0.48214,-0.10714,-0.54464,-0.10714,-0.375,-0.12054,-0.32589,0.0,-0.44643,0.02679,-0.49107,-0.00446,-0.33036,-0.03125,-0.30357,0.11607,-0.38839,0.12946,-0.42857,0.08929,-0.30804,0.05804,-0.27679,1
368,0.0,0.0,-0.15315,-0.04955,-0.26577,-0.21622,-0.17568,-0.38288,-0.06757,-0.5045,-0.29279,-0.48198,-0.34234,-0.72072,-0.36486,-0.86486,-0.37838,-1.0,-0.13964,-0.48198,-0.11712,-0.54955,-0.11261,-0.36486,-0.12613,-0.32432,-0.00901,-0.45045,0.01802,-0.5,-0.01351,-0.32432,-0.03153,-0.3018,0.11261,-0.3964,0.12162,-0.43243,0.08108,-0.3018,0.05856,-0.27477,1
369,0.0,0.0,-0.16,-0.07111,-0.24444,-0.24444,-0.13778,-0.4,-0.01778,-0.50667,-0.26667,-0.49778,-0.30667,-0.72444,-0.31556,-0.87111,-0.32444,-1.0,-0.12,-0.49333,-0.09333,-0.55111,-0.10667,-0.39111,-0.12444,-0.32889,0.00889,-0.44889,0.04,-0.48889,0.0,-0.33333,-0.03111,-0.29333,0.12444,-0.38222,0.14667,-0.42667,0.09778,-0.31111,0.05778,-0.26667,1
370,0.0,0.0,-0.15044,-0.06195,-0.23894,-0.23009,-0.12832,-0.38938,-0.00885,-0.49558,-0.26991,-0.48673,-0.30973,-0.72124,-0.31858,-0.87168,-0.31858,-1.0,-0.12389,-0.48673,-0.08407,-0.54425,-0.09735,-0.37611,-0.11504,-0.33186,0.00442,-0.4469,0.04425,-0.48673,0.00442,-0.32743,-0.02212,-0.30088,0.11947,-0.38496,0.14159,-0.42035,0.09735,-0.30088,0.06637,-0.26991,1
371,0.0,0.0,-0.15044,-0.0708,-0.23009,-0.23894,-0.11947,-0.38938,0.0,-0.49558,-0.26549,-0.49558,-0.29646,-0.73009,-0.30531,-0.87168,-0.30973,-1.0,-0.11947,-0.49115,-0.07522,-0.54425,-0.09292,-0.38496,-0.11062,-0.33628,0.01327,-0.4469,0.04867,-0.4823,0.00885,-0.33186,-0.02212,-0.30531,0.12832,-0.38053,0.15487,-0.42035,0.10177,-0.30973,0.06195,-0.27434,1
372,0.0,0.0,-0.14602,-0.06637,-0.22566,-0.23451,-0.11062,-0.38496,0.0177,-0.4823,-0.25664,-0.49558,-0.28761,-0.73009,-0.29646,-0.87168,-0.30088,-1.0,-0.10619,-0.49115,-0.06637,-0.53982,-0.08407,-0.37168,-0.10177,-0.33186,0.02212,-0.4469,0.05752,-0.47345,0.01327,-0.31416,-0.01327,-0.29204,0.13717,-0.37611,0.15929,-0.40708,0.10619,-0.29204,0.0708,-0.26106,1
373,0.0,0.0,-0.14537,-0.0793,-0.21586,-0.24229,-0.10132,-0.38326,0.01762,-0.48018,-0.25551,-0.5022,-0.27753,-0.73128,-0.28634,-0.87225,-0.29075,-1.0,-0.10573,-0.48899,-0.05286,-0.55066,-0.07489,-0.38767,-0.10132,-0.3348,0.02643,-0.44493,0.07048,-0.48018,0.02203,-0.32599,-0.00881,-0.29956,0.13656,-0.37445,0.17181,-0.40969,0.11454,-0.29956,0.07489,-0.26432,1
374,0.0,0.0,-0.13537,-0.07424,-0.20524,-0.23581,-0.09607,-0.38428,0.0131,-0.48908,-0.25328,-0.49782,-0.27511,-0.72926,-0.27948,-0.869,-0.27948,-1.0,-0.1048,-0.48472,-0.05677,-0.54148,-0.0786,-0.37118,-0.09607,-0.33624,0.0262,-0.43668,0.0655,-0.47162,0.02183,-0.31878,-0.00873,-0.30131,0.13537,-0.37118,0.16157,-0.40175,0.11354,-0.28821,0.08297,-0.25764,1
375,0.0,0.0,-0.13158,-0.10526,-0.19298,-0.26316,-0.07895,-0.38596,0.03947,-0.46491,-0.22368,-0.5,-0.25,-0.73246,-0.25,-0.87281,-0.25,-1.0,-0.08333,-0.48684,-0.03509,-0.55263,-0.05702,-0.40351,-0.08772,-0.33772,0.04825,-0.4386,0.08772,-0.4693,0.04386,-0.33772,0.00439,-0.29386,0.15351,-0.36842,0.19737,-0.40351,0.14035,-0.3114,0.08772,-0.26754,1
376,0.0,0.0,-0.12775,-0.09251,-0.18062,-0.25551,-0.07048,-0.38326,0.04405,-0.47577,-0.22907,-0.4978,-0.2467,-0.73128,-0.2467,-0.87225,-0.24229,-1.0,-0.0793,-0.48018,-0.02203,-0.54185,-0.04846,-0.38326,-0.07489,-0.3348,0.04846,-0.43172,0.09251,-0.45815,0.03965,-0.31718,0.00881,-0.29515,0.15419,-0.36123,0.18062,-0.37885,0.12335,-0.27313,0.0837,-0.2467,1
377,0.0,0.0,-0.12775,-0.08811,-0.18062,-0.24229,-0.07489,-0.37885,0.03524,-0.47137,-0.23348,-0.49339,-0.25551,-0.72687,-0.25551,-0.86784,-0.2467,-1.0,-0.08811,-0.47577,-0.02643,-0.54626,-0.04846,-0.38767,-0.07489,-0.3304,0.03965,-0.42731,0.08811,-0.46696,0.04405,-0.32599,0.00881,-0.29515,0.14537,-0.35683,0.18502,-0.38767,0.13216,-0.28194,0.0837,-0.2511,1
378,0.0,0.0,-0.12389,-0.09735,-0.18142,-0.26106,-0.0708,-0.38938,0.04425,-0.47788,-0.22124,-0.5,-0.24336,-0.73009,-0.24779,-0.87168,-0.24336,-1.0,-0.07522,-0.4823,-0.01327,-0.55752,-0.03982,-0.39823,-0.0708,-0.34071,0.04867,-0.43363,0.10177,-0.46903,0.04867,-0.32743,0.01327,-0.30088,0.15487,-0.36283,0.19469,-0.39381,0.13274,-0.28761,0.0885,-0.25664,1
379,0.0,0.0,-0.12889,-0.09778,-0.18222,-0.26667,-0.06222,-0.38667,0.05333,-0.46667,-0.21333,-0.50667,-0.21778,-0.73778,-0.20889,-0.87556,-0.20444,-1.0,-0.06667,-0.48889,-0.00889,-0.55556,-0.04,-0.39556,-0.06667,-0.32444,0.06222,-0.43556,0.10667,-0.45778,0.05333,-0.31556,0.01778,-0.28,0.16889,-0.36444,0.2,-0.38667,0.14222,-0.28444,0.09778,-0.25333,1
380,0.0,0.0,-0.11354,-0.10044,-0.16157,-0.26201,-0.0524,-0.39301,0.05677,-0.48035,-0.21397,-0.50655,-0.21834,-0.73362,-0.21397,-0.87336,-0.20961,-1.0,-0.0655,-0.48472,0.00873,-0.55459,-0.02183,-0.40611,-0.05677,-0.33188,0.05677,-0.42795,0.1179,-0.46288,0.0655,-0.32751,0.02183,-0.28821,0.15721,-0.35371,0.20087,-0.38865,0.1441,-0.29258,0.09607,-0.25764,1
381,0.0,0.0,-0.12281,-0.09649,-0.17544,-0.25877,-0.0614,-0.39035,0.04825,-0.47807,-0.21053,-0.51316,-0.2193,-0.73684,-0.2193,-0.87281,-0.21491,-1.0,-0.06579,-0.49123,0.0,-0.54825,-0.0307,-0.39912,-0.0614,-0.33333,0.05702,-0.4386,0.10526,-0.46053,0.05263,-0.32018,0.01754,-0.28509,0.16228,-0.36842,0.19298,-0.39035,0.13596,-0.28947,0.08772,-0.25877,1
382,0.0,0.0,-0.12609,-0.1,-0.17391,-0.26087,-0.06087,-0.38696,0.04783,-0.48261,-0.2087,-0.5087,-0.22174,-0.73478,-0.22174,-0.87391,-0.21739,-1.0,-0.06522,-0.4913,0.0,-0.54783,-0.02609,-0.4,-0.06087,-0.33043,0.06087,-0.44348,0.1087,-0.46957,0.05652,-0.33043,0.01739,-0.2913,0.16087,-0.36957,0.19565,-0.4,0.13478,-0.3,0.0913,-0.26087,1
383,0.0,0.0,-0.131,-0.09607,-0.18341,-0.25328,-0.0655,-0.37991,0.04803,-0.46725,-0.21397,-0.50218,-0.23581,-0.72926,-0.23144,-0.869,-0.22707,-1.0,-0.06987,-0.48472,-0.0131,-0.55022,-0.0393,-0.39738,-0.06987,-0.32751,0.05677,-0.44105,0.0917,-0.46725,0.04367,-0.32751,0.00873,-0.28821,0.15721,-0.37118,0.18341,-0.39301,0.12664,-0.29694,0.08297,-0.26638,1
384,0.0,0.0,-0.12609,-0.0913,-0.17826,-0.25217,-0.06087,-0.37826,0.05217,-0.46087,-0.21739,-0.5,-0.23043,-0.73043,-0.23043,-0.86957,-0.22174,-1.0,-0.07391,-0.48696,-0.00435,-0.53913,-0.03043,-0.3913,-0.06522,-0.33043,0.04783,-0.43913,0.1,-0.46087,0.05217,-0.32174,0.01304,-0.2913,0.15217,-0.36957,0.18696,-0.38261,0.13043,-0.28696,0.08696,-0.25652,1
385,0.0,0.0,-0.13717,-0.09292,-0.19469,-0.25664,-0.07522,-0.38496,0.04867,-0.46018,-0.23894,-0.49558,-0.26106,-0.73009,-0.26106,-0.86726,-0.25664,-1.0,-0.09292,-0.48673,-0.04425,-0.54425,-0.0708,-0.39381,-0.09735,-0.34071,0.0354,-0.4469,0.0708,-0.46903,0.02655,-0.33628,0.0,-0.30973,0.15044,-0.38053,0.16372,-0.39381,0.11504,-0.30088,0.08407,-0.27434,1
386,0.0,0.0,-0.14732,-0.08929,-0.21429,-0.25446,-0.09821,-0.38839,0.02232,-0.47321,-0.24554,-0.5,-0.27679,-0.73214,-0.28125,-0.875,-0.28571,-1.0,-0.09821,-0.49107,-0.05804,-0.54464,-0.08036,-0.39286,-0.10268,-0.33036,0.03125,-0.45089,0.05357,-0.47321,0.01786,-0.33482,-0.00893,-0.29911,0.14286,-0.38839,0.15179,-0.41071,0.10714,-0.30804,0.07589,-0.27679,1
387,0.0,0.0,-0.14286,-0.07589,-0.22321,-0.24107,-0.11607,-0.37946,0.00446,-0.47321,-0.25893,-0.49554,-0.29464,-0.73214,-0.30357,-0.87054,-0.3125,-1.0,-0.11161,-0.49107,-0.07143,-0.54464,-0.08482,-0.39286,-0.10714,-0.33482,0.02232,-0.45089,0.04911,-0.46429,0.00893,-0.32143,-0.01786,-0.29464,0.13393,-0.38393,0.14732,-0.40179,0.09821,-0.29464,0.06696,-0.26786,1
388,0.0,0.0,-0.14286,-0.07589,-0.22321,-0.24107,-0.12054,-0.38839,-0.00893,-0.48661,-0.27232,-0.49554,-0.31696,-0.72768,-0.33036,-0.87054,-0.33482,-1.0,-0.12054,-0.49107,-0.08036,-0.55357,-0.08929,-0.40179,-0.10714,-0.34375,0.01339,-0.45536,0.04018,-0.47768,0.00446,-0.33036,-0.01786,-0.30357,0.12946,-0.38839,0.13839,-0.41071,0.09375,-0.30357,0.0625,-0.27232,1
389,0.0,0.0,-0.15385,-0.0724,-0.25339,-0.23529,-0.14932,-0.38914,-0.0362,-0.49774,-0.30769,-0.49321,-0.36199,-0.72851,-0.38462,-0.86878,-0.40271,-1.0,-0.15385,-0.48869,-0.11765,-0.55656,-0.11765,-0.39367,-0.13575,-0.33032,-0.0181,-0.45249,0.0181,-0.50679,-0.01357,-0.33937,-0.04072,-0.29864,0.10407,-0.39367,0.1267,-0.44796,0.08597,-0.33032,0.04977,-0.28507,1
390,0.0,0.0,-0.15385,-0.05882,-0.25792,-0.21719,-0.1629,-0.37557,-0.05882,-0.49321,-0.32579,-0.48869,-0.38462,-0.72398,-0.41176,-0.86425,-0.43439,-1.0,-0.17195,-0.49321,-0.12217,-0.55656,-0.11765,-0.38462,-0.13122,-0.33937,-0.03167,-0.46606,0.00905,-0.50226,-0.01357,-0.33937,-0.04072,-0.31222,0.09502,-0.41176,0.11312,-0.44796,0.07692,-0.32127,0.04072,-0.28959,1
391,0.0,0.0,-0.15385,-0.0543,-0.26244,-0.20814,-0.17195,-0.37557,-0.0724,-0.48869,-0.33484,-0.48416,-0.40271,-0.72398,-0.43891,-0.86425,-0.46606,-1.0,-0.18552,-0.49321,-0.13575,-0.56109,-0.12217,-0.38914,-0.14027,-0.33484,-0.04525,-0.46606,0.0,-0.50679,-0.0181,-0.34389,-0.04525,-0.31222,0.08145,-0.41629,0.1086,-0.45701,0.0724,-0.33032,0.0362,-0.28959,1
392,0.0,0.0,-0.15385,-0.05882,-0.26244,-0.21267,-0.17195,-0.37104,-0.06787,-0.48869,-0.33937,-0.47964,-0.40724,-0.71946,-0.43891,-0.86425,-0.47059,-1.0,-0.18552,-0.49321,-0.14027,-0.56561,-0.13122,-0.40271,-0.1448,-0.34389,-0.04525,-0.46606,0.0,-0.51131,-0.02262,-0.34842,-0.04977,-0.31222,0.07692,-0.41176,0.11312,-0.45249,0.07692,-0.32579,0.03167,-0.28054,1
393,0.0,0.0,-0.15909,-0.05,-0.27273,-0.2,-0.18636,-0.36364,-0.08182,-0.47727,-0.34545,-0.48182,-0.41364,-0.72273,-0.45,-0.86818,-0.48182,-1.0,-0.19091,-0.49545,-0.14545,-0.55909,-0.13636,-0.39545,-0.15,-0.33182,-0.05,-0.46818,-0.00455,-0.50455,-0.02727,-0.34545,-0.05455,-0.30455,0.08182,-0.41364,0.10909,-0.45455,0.06818,-0.32727,0.02727,-0.28182,1
394,0.0,0.0,-0.16055,-0.04587,-0.27523,-0.19266,-0.18807,-0.3578,-0.09174,-0.48165,-0.3578,-0.48165,-0.43578,-0.72018,-0.47248,-0.86697,-0.5,-1.0,-0.20642,-0.5,-0.15596,-0.55046,-0.1422,-0.38532,-0.15596,-0.32569,-0.06422,-0.47706,-0.01376,-0.50917,-0.02752,-0.34862,-0.05963,-0.31193,0.06422,-0.42661,0.10092,-0.4633,0.06881,-0.33486,0.01835,-0.2844,1
395,0.0,0.0,-0.17703,-0.04306,-0.311,-0.19139,-0.23445,-0.36842,-0.13876,-0.51675,-0.41627,-0.47847,-0.51196,-0.7177,-0.56459,-0.86603,-0.60766,-1.0,-0.25359,-0.51196,-0.2201,-0.56938,-0.18182,-0.38756,-0.18182,-0.31579,-0.10048,-0.50239,-0.06699,-0.53589,-0.06699,-0.35407,-0.08612,-0.311,0.04306,-0.45933,0.06699,-0.50718,0.03828,-0.36364,0.0,-0.311,1
396,0.0,0.0,-0.18137,-0.03431,-0.32353,-0.17157,-0.25,-0.35784,-0.15196,-0.5,-0.44608,-0.48039,-0.54902,-0.71569,-0.60784,-0.86275,-0.66176,-1.0,-0.27941,-0.52451,-0.23039,-0.59314,-0.19608,-0.40686,-0.20098,-0.33824,-0.11765,-0.52451,-0.06373,-0.55392,-0.06373,-0.36765,-0.09314,-0.32843,0.02941,-0.48529,0.06863,-0.52451,0.04412,-0.37745,0.0,-0.32353,1
397,0.0,0.0,-0.19,-0.02,-0.345,-0.155,-0.275,-0.345,-0.18,-0.5,-0.475,-0.475,-0.59,-0.715,-0.655,-0.86,-0.715,-1.0,-0.305,-0.53,-0.265,-0.585,-0.22,-0.395,-0.22,-0.325,-0.145,-0.53,-0.09,-0.555,-0.08,-0.36,-0.11,-0.325,0.01,-0.495,0.05,-0.525,0.03,-0.37,-0.015,-0.32,1
398,0.0,0.0,-0.19898,-0.0102,-0.36735,-0.13776,-0.30102,-0.33673,-0.20918,-0.4949,-0.5051,-0.46429,-0.63776,-0.69898,-0.70408,-0.85204,-0.76531,-1.0,-0.34184,-0.53061,-0.30102,-0.59694,-0.2449,-0.40306,-0.23469,-0.32143,-0.17857,-0.54082,-0.12245,-0.56633,-0.10204,-0.37245,-0.12755,-0.32143,-0.02041,-0.5102,0.02551,-0.54082,0.0102,-0.38265,-0.03571,-0.32143,1
399,0.0,0.0,-0.19797,-0.01015,-0.36548,-0.13706,-0.29949,-0.33503,-0.2132,-0.49746,-0.50254,-0.46193,-0.63452,-0.69543,-0.70051,-0.85279,-0.76142,-1.0,-0.34518,-0.52792,-0.28934,-0.58376,-0.23858,-0.39086,-0.24873,-0.3198,-0.18274,-0.53807,-0.11675,-0.5533,-0.09645,-0.36548,-0.13706,-0.3198,-0.03046,-0.50761,0.02538,-0.53299,0.01523,-0.37056,-0.04061,-0.30964,1
400,0.0,0.0,-0.21739,0.0163,-0.42935,-0.09783,-0.375,-0.31522,-0.27717,-0.5,-0.57065,-0.46196,-0.7337,-0.69022,-0.82065,-0.84783,-0.90761,-1.0,-0.40217,-0.55978,-0.3587,-0.57609,-0.28261,-0.3587,-0.27717,-0.29348,-0.2337,-0.58696,-0.16848,-0.57609,-0.13587,-0.36413,-0.16848,-0.33152,-0.06522,-0.57609,-0.00543,-0.57065,-0.01087,-0.3913,-0.06522,-0.34239,1
